#HANDLE# O
#takipedenitakipederim O
tam O
havamdayım O
24 O
ayardayım O
:D O

#HANDLE# O
teşekkürler O
:) O

Canımı O
yaktın O
di O
mi? O
Gör O
bak O
neler O
oluyor O
:) O

Bu O
patlak O
sokaklar O
filmine O
kesin O
gitmeliyim O
ya O
fragmanında O
bile O
gülüyosam O
artık O
izlediğimde O
nolur O
bilemicem O
:D O

#HANDLE# O
kuzum O
biz O
erkenden O
gelelim O
başıniza O
dedik O
#HANDLE# O
ile:)) O
haberin O
olsn O
yarin O
istanbuldayiz S-LOCATION

Her O
gün O
bir O
hayat O
dersi: O
8 O
saatten O
fazla O
uyumayacaksın O
yoksa O
bünye O
bir O
8 O
saat O
daha O
istiyor O
:) O

Mervem S-PERSON
leb O
demeden O
leblebiyi O
anlıyo O
valla O
:D O

??????????Bugün O
FB S-ORGANIZATION
maçına O
yetişemedim O
ama O
kalbim O
FB S-ORGANIZATION
ve O
FB S-ORGANIZATION
kadın O
taraftarlarıyla.. O
?????????? O

KUZEY O
GÜNEY O
zamanı O
hekez O
kanal B-ORGANIZATION
d E-ORGANIZATION
yi O
açsın O
kuzey O
kaçınılmazz O
:) O

#HANDLE# O
haha O
kanka O
babama O
asagi O
kadar O
inip O
gelicem O
dedim O
capacitye O
gittim O
ordan O
plusa O
her O
aradiginda O
da O
mesgule O
verdim O
sen O
dusun O
:D O

RT O
#HANDLE# O
#HANDLE# O
seni O
çok O
özledim O
biliyor O
musun O
:( O

her O
aşkın O
bir O
şarkısı O
vardır O

#HANDLE# O
sen O
şu O
yarım O
saat O
içinde O
gönderme O
Yıllık O
sayfanda O
görcen O
zaten O
kalbin O
kadar O
temiz O
bomboş O
bir O
sayfayı O
:) O

#HANDLE# O
tamam O
cnm O
bisi O
olursa O
sole O
:) O

#HANDLE# O
anladım O
ben O
tamamdır O
:D O

#HANDLE# O
tamam O
:) O

#HANDLE# O
:) O
bu O
sene O
1 O
kupamiz O
var O
ama O
hangisi O
olur O
bilemem O
:) O

#HANDLE# O
#HANDLE# O
Sus O
murat O
:D O

#HANDLE# O
:D O

Happy O
Birthday O
Twitter S-ORGANIZATION
:) O

bebeklerin O
diş O
çıkarma O
sendromu O
gibi O
bu O
vizeler O
yaaa O
of O
bitmedi O
gitti O
:/ O
gerçi O
devletler O
hukuku O
öyle O
ya O
da O
böyle O
geçti O
:D O

#HANDLE# O
hayırlıısı O
ozaman O
cano O
:) O

#HANDLE# O
ben O
şarkıyı O
bilmiyodum O
ama O
jehan O
yine O
döktürmüş:))) O

RT O
#HANDLE# O
Futbolda O
bu O
yil O
anormal O
bir O
sezon O
oldu O
onun O
icin O
bir O
devrim O
olsun O
FB S-ORGANIZATION
Turkiye O
Kupasi'ni O
kazansin! O
Espri O
degil O
gercek! O

#HANDLE# O
cem S-PERSON
hayırdır O
olm O
kilisedemisin O
:))) O

kitap O
özeti O
bittiii O
:D O
:D O
:D O

#HANDLE# O
ben O
diyorum O
ki O
onu O
takip O
edip O
duvarına O
tahdit O
mesajlarrı O
atalım O
:D O

Antalya B-LOCATION
Mardan I-LOCATION
Stadında E-LOCATION
"KOYDUK O
MU?" O
:D O

Bu O
bölüm O
çok O
güzel O
gerçi O
her O
bölüm O
güzel O
:D O

#HANDLE# O
Ukala O
kız O
:D O

RT O
#HANDLE# O
Aksaray S-LOCATION
güzel O
gelişmeler O
oluyor.. O
:) O
#agdgenelmerkez O

#HANDLE# O
kanka O
pes O
den O
vice O
city'e O
yatay O
geçiş O
mi O
yaptın O
:D O

#HANDLE# O
yarına O
müthiş O
pozlar O
vereceğiz O
hazırla O
kendini,sırf O
resim O
için O
gidiyoruz O
okula..Bana O
emanet O
bir O
gözlük O
getirirmisin O
:) O

Tüm O
gün O
dilime O
dolanmış O
şarkının O
arabaya O
bindiğim O
anda O
radyoda O
başlamasına O
10puan O

#HANDLE# O
lan O
antalya<e_enamex> S-LOCATION
niye O
kankamı O
kızdırdın O
lan O
hıyar O
antalya<e_enamex> S-LOCATION
:D O

Bi O
Kız O
Okul O
Kıyafetlerinin O
İçinde O
bile O
güzel O
se O
O O
Kız O
güzeldir O
<3 O
:D O

#HANDLE# O
:) O
gulluoglu O
.. O
İnsallah O
honey O
beraber O
olduktan O
sonra O
...( O
cikolata O
endorfin O
salgilamama O
yardmci O
oldu O
da O
) O
:D O

#HANDLE# O
bizim O
oo O
:D O

#HANDLE# O
ingilizceyi O
seviyorum O
dedim O
ama O
sinava O
2 O
gun O
kala O
da O
calismam O
yani O
o O
kadar O
da O
degil O
:D O

Öğretmen O
denizden O
hoşlanırmısınız O
dediğinde O
Deniz S-PERSON
kim O
güzelmi O
bi O
görmem O
lazım O
diyen O
arkadaşlarım O
var. O
:( O

#HANDLE# O
ben O
sadece O
bizimkilerle O
konuşurum O
elif S-PERSON
hediye O
işi O
sende O
hiiiç O
karışmam O
:D O

#HANDLE# O
çok O
ılgnç O
aydınlatma O
ıcın O
minnettarm O
:D O

bir O
kişiyi O
ortadan O
kaldırsak O
aslında O
hiçbir O
sorunumuz O
kalmaz O
yani O
:D O

#HANDLE# O
ne O
durumlara O
:D O

Gökhan S-PERSON
basgan O
derki; O
'' O
Macaristanı S-LOCATION
sınırlarımıza O
katarız O
3.dünya O
savaşını O
çıkarırız O
F4 O
Sinan B-PERSON
Erdem E-PERSON
.. O
'' O
imzamı O
atıyorum O
:) O

#HANDLE# O
ezikmiyim O
lan O
ben O
:D O
ne O
sallican O
salla O
bakiyim O
burayaaa O

#HANDLE# O
bağımlım O
bizde O
en O
uygunu O
bu O
sanırım O
asdfgh O
:D O

#HANDLE# O
Eyvallah... O
Cümlemizin O
ağzını O
burnunu O
kırmaya O
nasip O
eder O
inşallah O
:) O

#HANDLE# O
doğruya O
doğru O
:D O

#HANDLE# O
Hehe O
:) O
Deniycem O
:)) O

#HANDLE# O
aman O
diyim O
:) O

#HANDLE# O
Üfff O
:) O

Emegine O
saglik O
tatlim O
:D O

#HANDLE# O
ahahah O
:D O
teşekkkürleeer. O
Uygun O
adım O
marş O
diyor O
bak O
bu O
şarkıda O
en O
son O
nota. O
:) O

Gereksız O
rekabetı O
ızlemekle O
yetınmıyorum O
guluyorum O
eylenıyorum O
:D O
:)) O

RT O
#HANDLE# O
Atv S-ORGANIZATION
bu O
spiker O
ve O
yorumculari O
iq O
seviyelerine O
göre O
seciyor O
sanirim. O
Ust O
sınır O
100 O
olsa O
gerek O
:) O

#HANDLE# O
ALLAH O
BELANI O
ONLARI O
BEN O
YAZMADIM O
YA O
OF O
SAÇMALAMA O
:D O

ben O
hayatimda O
bu O
kadar O
özgüven O
sahibi O
bir O
insan O
görmedim O
:) O

RT O
#HANDLE# O
Bugun O
cok O
gulduk O
sagolsun O
#HANDLE# O
:D O

ben O
cabuk O
sinirleniyorum!!!! O
Asabiyim O
evet O
asabi O
:) O

#HANDLE# O
tabi O
oğlummmmm O
:D:D O
ne O
gerek O
var O
knka O
melek O
baya O
boya O
sökucu O
getircek O
saçlarımı O
eski O
rengine O
çevircem O
:D O

#HANDLE# O
:) O

#HANDLE# O
bende O
onu O
diyorum O
degistir O
olm O
su O
zil O
sesini O
dedigimi O
yapta O
yaptigimi O
yapma O
be O
kanka O
:D O

Sevgili O
kuzrnimin O
evden O
cikmamak O
icin O
en O
buyuk O
bahanesi O
ygs O
sanirimm. O
Su O
ygs O
gecsede O
kuzenm O
evdenn O
ciksa O
:D O

#HANDLE# O
Ruslara O
hem O
voleybolunla, O
hem O
de O
güzelliğinle O
günlerini O
göstereceksin O
inşallah.. O
Yak O
Baküyü S-LOCATION
Duygu S-PERSON
:) O

Ziraat B-ORGANIZATION
Türkiye I-ORGANIZATION
kupası E-ORGANIZATION
bi O
FA B-ORGANIZATION
cup E-ORGANIZATION
deil O
tabikii O
:D O

konuşamıyorum O
seninle O
işte O
bu O
yüzden O
şarkılarım O
var O
ve O
bu O
yüzden O
şiirlerim O
var. O
ne O
yaparsam O
yapıyım O
konuşamıyorum O

Aşkımmlaaa O
konuşuyoorum O
:) O

BİMcell S-ORGANIZATION
çıkmış O
yakında O
Lé B-ORGANIZATION
nokia E-ORGANIZATION
Lé B-ORGANIZATION
samsung E-ORGANIZATION
geliyor O
hadi O
iyisiniz. O
:D O

Ekonomiden O
quiz O
varmis O
ohaaa O
FENERBAHCEEE S-ORGANIZATION
:) O

#HANDLE# O
fotografı O
bı O
gor O
kanka O
ayy O
ucuyorum O
o O
derece O
mutluyum O
masallah. O
:D O
dunku O
halımden O
eser O
kalmadı O
:D O

Ne O
zaman O
ki O
dinlediğiniz O
şarkılar O
size O
O'nu O
hatırlatmaz; O
işte O
ancak O
o O
zaman O
hayattan O
bi O
tat O
alabilirsiniz O

espirilere O
bak O
off O
:D O

#HANDLE# O
ahahah O
:D O

#HANDLE# O
Onurun O
kismetini O
kapatmaya O
kararliyim O
Yazin S-DATE
beni O
gorunce O
agzima O
sicacak O
:D O
Kardes O
demisti O
bide O
cocuk O
:D O
Kiyaamam. O

#HANDLE# O
tükenmez O
kullan O
:D O

#HANDLE# O
:D O
çok O
ilginç O
ya O
uyurken O
nasıl O
bunları O
yapabiliyorsun O
:D O
hala O
bir O
yerlere O
çarpmıyor O
musun?? O
:D O

#HANDLE# O
belkii O
herzaman O
varsın O
mutluluğğğğum O
:) O

geçmiş O
olsun O
canım O
çok O
üzüldüm O
:( O

#HANDLE# O
Çok O
benziyor O
ama O
direk O
öyle O
söylüyorum O
yani. O
:) O

#HANDLE# O
konu O
önerisi O
en O
umutsuz O
anda O
yıttım O
dediğiniz O
bi O
olay O
hızır O
geldi O
hesabı O
nasıl O
:) O

RT O
#HANDLE# O
En O
buyugu O
17 O
yasinda O
olan O
tutuklu O
insanlar O
icin O
RedHack S-ORGANIZATION
kurucusu" O
demisler O
;) O
1997 S-DATE
kurulan O
RedHacki S-ORGANIZATION
kuranlar O
1 O
yasinday O
... O

#HANDLE# O
en O
can O
acıtanıdır O
hem O
de O
:) O
sen O
guven O
bana O
:) O

Dünya B-DATE
Şiir I-DATE
Günü E-DATE
» O
Şiir O
Olmayaydı O
Napardım O
Ben.. O
:) O

26 B-DATE
martta E-DATE
Katy S-PERSON
part O
of O
me O
şarkısı O
çıkıyo O
by O

RT O
#HANDLE# O
Bugun O
cok O
gulduk O
sagolsun O
#HANDLE# O
:D O

#HANDLE# O
tabi O
oğlummmmm O
:D:D O
ne O
gerek O
var O
knka O
melek O
baya O
boya O
sökucu O
getircek O
saçlarımı O
eski O
rengine O
çevircem O
:D O

#HANDLE# O
oha O
saka O
misiniz O
siz O
:D O

RT O
#HANDLE# O
Ask.fm O
açıyosunuz O
ondan O
sonra O
biri O
kötü O
bişe O
sorunca O
kızıyosunuz O
. O
Niye O
:D O
Onu O
açtıysanız O
özgüveniniz O
tam O
olmalı O
.:O O

#HANDLE# O
aman O
boşver O
:D O

Ona O
yeni O
bir O
hırka O
seçelim O
kapısına O
bırakıp O
not O
bırakıp O
kaçalım O
:D O

Ama O
saatlerdir O
dersteyizz O
yaaaa O
:( O

#HANDLE# O
Tabikide O
Neden O
Olmasın O
:) O

#HANDLE# O
Eee O
tabi O
sarisin O
olsam O
bende O
ozel O
olurdum. O
:D O

#HANDLE# O
#HANDLE# O
Ayrıca O
Aylin S-PERSON
Hoca'yı O
düzgün O
yazıyorum O
ki O
başıma O
birşey O
gelmesin O
:D O

#HANDLE# O
Çağ O
sana O
ayak O
uydursun O
filan O
dicem O
ama O
o O
zaman O
vay O
halimize O
doğru O
yoldasın O
karşim O
:D O

#HANDLE# O
yeees O
buddie O
lol O
xx O
:D O

#HANDLE# O
kimi O
kanka O
:D O

#HANDLE# O
yarim O
saate O
bebisss O
:D O

pierre B-PERSON
zyskowski E-PERSON
think O
I'm O
dogma O
and O
ritual O
:) O

#HANDLE# O
hahahahhahahha O
benim O
adimi O
cikardiniz O
olum O
kimseye O
yazdigim O
yok O
;) O

#HANDLE# O
Sagolun O
:) O

#HANDLE# O
Hemen O
tff O
tel O
ediorum O
kanka O
uğraştırmayın O
bizi O
direkt O
müzeye O
siz O
koyun O
boşuna O
maç O
yapmayalım O
:D O

RT O
#HANDLE# O
Rihanna S-PERSON
şarkısında O
'Ram O
papa O
pam O
ram O
papam' O
diyince O
Can B-PERSON
Bonomo E-PERSON
'Nani O
naninani O
na' O
diyince O
dudak O
bükün.Orta O
kula O
... O

lela B-PERSON
arkontaky E-PERSON
think O
I'm O
superfluous O
and O
impertinent O
:) O

#HANDLE# O
bide O
sikayeti O
birakip O
sansli O
adamam O
dese O
dünyanin O
en O
mutlu O
kadini O
ben O
olucam O
:) O
#HANDLE# O

#HANDLE# O
yok O
bişey O
kankii O
:D O

#HANDLE# O
Canım O
benim O
takip O
ediyo O
musun O
? O
:D O

#HANDLE# O
kimin O
için O
olucak O
bu O
:D O

#HANDLE# O
saol O
gardaşım O

Ablam O
bazı O
arkadaşlarımdan O
daha O
hızlı O
mesaj O
yazıyo O
ve O
hep O
atarlı O
:D O

Bazı O
kızlar O
harbiden O
çok O
basit O
ve O
komik O
:D O

Kalbim O
yerinden O
cikti O
galiba O
:D O

#HANDLE# O
Açtım O
ağzımı O
yenemez O
:D O

Hhaha O
elmander'in O
oynayamamasina O
cok O
sevindiim O
:D O

Kankaaa O
çokk O
qüLdümm O
yaaa O
:) O

patates O
kaç O
zaaaa O
:D O
:D O
:D O
:D O

#HANDLE# O
telefonda O
mesajın O
geç O
geldi O
kanka O
kusura O
bakma O
:) O

#HANDLE# O
haha O
hala O
seleninki O
diye O
kayitli O
suan O
gördüm O
güldüm O
:D O

Bütün O
yazarlar, O
şairler, O
şarkıcılar, O
mankenler, O
yönetmenler, O
kaportacılar O
“marka” O
olma O
derdinde O

#HANDLE# O
ts S-ORGANIZATION
yi O
gs S-ORGANIZATION
karşısına O
yorgun O
çıkarmaya O
çalışıyorlar.. O

#HANDLE# O
Hahah O
Profil O
resmine O
koptum.. O
MR.Saxobeat. O
:) O

#HANDLE# O
tyo O
vereyim O
mi O
:) O

#HANDLE# O
baby O
MDN O
en O
çok O
hangi O
şarkıyı O
beğendin? O
dinleme O
imkanın O
oldumu? O

#HANDLE# O
afiyet O
olsun O
cigerim O
:) O

Herkes O
ilişki O
yaptı O
laaann O
:( O

kısacası O
bazen O
ne O
istedigini O
bilmek O
yeterli O
olmuyor O
:) O

#HANDLE# O
tamam O
g.o. O
knka O
:D O

#HANDLE# O
bende O
istiyorum O
tatlım O
amaa O
:) O

İstemeden O
ağzıma O
takılan O
Serdar B-PERSON
Ortaç E-PERSON
şarkıları O
gibi O
insanlar O
var. O
Saçmalar, O
iğrençler O
ama O
bir O
türlü O
aklımdan O
gitmiyorlar. O

Alışma O
evresiiiiii O
:D O

Oyle O
bir O
ülke O
de O
yok O
sanırım O
:( O
Allahım O
bize O
güc O
kuvvet O
sabır O
ve O
imansızlara O
iman O
versinn O
.. O
#HANDLE# O

#HANDLE# O
keyifli O
akşamlar O
dilerim O
:) O

#HANDLE# O
konturum O
yok O
kiii O
ama O
sen O
beni O
caldir O
da O
numarani O
kaydediyim O
cicegum O
:D O

#HANDLE# O
ay O
benim O
de O
içim O
içime O
sığmıyo O
ne O
yalan O
söyliyim, O
tarifsiz O
bi O
enerciyle O
doldu O
içim, O
dışım, O
çepeçevrem O
:) O

Got O
my O
hair O
cut O
;) O

#HANDLE# O
beşiktaş O
maçı O
izliyorum O
diye O
özet O
izleyen O
bi O
hanımefendi O
nin O
mi O
kuponlari O
tutuyo O
:D O

Biz O
başka O
sevdik O
o O
yüzden O
başka O
sevmedik O
:) O

#HANDLE# O
neyse O
ya O
saglik O
olsun O
gene O
aliriz O
biz O
:) O

Facebookta S-ORGANIZATION
eklemek O
istiyorum O
ama O
ekleyemiyorum O
uf O
:( O

#HANDLE# O
ne O
diycem O
ki O
lan O
pardon O
senin O
ismin O
ne O
mi O
diycem O
:D O

çok O
yorgunum O
:( O

Serdar B-PERSON
Ortaç E-PERSON
ne O
işe O
yaradigini O
en O
sonunda O
ögrendim O
galiba O
#HANDLE# O
:) O

#HANDLE# O
Trıplere O
gırmısın O
hayırdır O
:D O

#HANDLE# O
bilirem O
oda O
var O
iki O
soz O
arasinda O
ters O
paradoks O
yaranir,ama O
budamaqdan O
cox O
sulamaq O
lazimdi O
:) O

RT O
#HANDLE# O
#HANDLE# O
Özledinse O
gel O
mirim... O
Seni O
orada O
zorla O
tutan O
mı O
var? O
Gerçi O
var O
tabi O
ama O
neyse O
:) O

RT O
#HANDLE# O
#HANDLE# O
Evet O
:) O

#HANDLE# O
kesinlikle O
;) O

#HANDLE# O
kızım O
tabiki O
iyi O
değilim O
iyi O
olsaydım O
burda O
olmazdım O
:D O
ve O
tabi O
bu O
senin O
için O
de O
geçerli O
kanka O
kusura O
bakma O
ikimizde O
iyi O
değiliz O

bazı O
insanlara O
hayır O
o O
şarkı O
benim O
hayır O
dinlemen O
yasak O
tatlım O
diyesim O
geliyor O
çünkü O
benim O

#HANDLE# O
heyyyy O
lannn O
mesajlarına O
bak O
isterrsennn O
:D O
:D O
:D O

neler O
oluo O
la O
burda O
:D O
:) O

#HANDLE# O
immm O
okuyom O
ben O
yaa O
:D O

#HANDLE# O
evvet O
kaptırdım O
kendimi O
cici O
seylere O
:) O
bunun O
yanında O
kilo O
da O
vermek O
lazım O
=) O

Facebook S-ORGANIZATION
kapak O
fotoğrafıma O
rağmen O
"Aa O
kimyacı O
mısın O
? O
:)" O
diye O
mesaj O
atan O
kıza O
"Hayır O
aslında O
baliciyim." O
desem O
alınır O
mı O
acaba O
? O

#cembahtiyar'in O
akustik O
Warwick O
gitarı,sahnede O
ilk O
dikkatimi O
çeken.Dehşet O
yani O
! O
:) O
#muzikicinefes O
#maNgalive O

Makarnanin O
ustune O
nak O
eksisi O
dokmemeliydim O
:D O

#HANDLE# O
Allah O
korusun O
:) O

#HANDLE# O
evet O
bende O
suanda O
farkettim O
, O
aferin O
:p O
:D O

#HANDLE# O
herkes O
önünde O
senden O
özür O
diliyorum O
miraycım O
! O
kaşınmışım O
gerçekten O
:( O

#HANDLE# O
#HANDLE# O
bızı O
buralarda O
sensız O
bırakmasaydın O
keşkee O
:( O

#HANDLE# O
#HANDLE# O
hiçte O
bile O
ben O
yurtta O
olmadığım O
zaman O
telden O
giriyom O
:D O
bu O
twitter O
beni O
sardı O
hafız O
:D O
herşeyi O
yaz O
:D O

#HANDLE# O
o O
aksam O
cok O
güzel O
ve O
özeldi O
zaten O
benden O
baska O
hic O
kimsede O
bunun O
farkinda O
degil O
:) O

#HANDLE# O
dm O
ye O
gel O
burdan O
yazamam O
:) O

Çok O
sıkıldııım O
:( O

Sarı-lacivert O
panjurlu O
evimiz O
olsun, O
bahçesinde O
cimboma S-ORGANIZATION
küfür O
eden O
çocuklarımız O
;) O

#HANDLE# O
O O
zaman O
ark O
ın O
kuponu O
yattı O
:) O

Bugün S-DATE
dersanede O
2012 O
ygs O
sorularını O
çözdük O
galiba. O
Fem O
style O
xd O

Annemden O
turk O
kahvesi O
yapmasini O
istiyim O
cok O
canim O
cekti O
:) O

#HANDLE# O
turkey S-LOCATION
misses O
you O
Katy S-PERSON
:( O
Please O
come O
back O
to O
turkey O
? O
? O
? O
I O
love O
u O
momma O
:D O

sahibi O
o..Park O
parası O
bile O
vermiyo O
sarı O
çiyan O
:) O

#HANDLE# O
ayynen O
öyle O
:D O

#HANDLE# O
kırılan O
bidaha O
kırlmaz O
:D O

#HANDLE# O
Sen O
uyumadan O
son O
sakamı O
da O
yaptım. O
#cemyilmazstayla O
:D O

RT O
#HANDLE# O
En O
buyugu O
17 O
yasinda O
olan O
tutuklu O
insanlar O
icin O
RedHack S-ORGANIZATION
kurucusu" O
demisler O
;) O
1997 S-DATE
kurulan O
RedHacki S-ORGANIZATION
kuranlar O
1 O
yasinday O
... O

#HANDLE# O
anlamı O
yok O
öyle O
uydurdum O
anlamını O
kendimiz O
koyabiliriz O
:D O

#HANDLE# O
penaltılarda O
zihnen O
yorulacaklar, O
bi O
de O
kaybettiler O
mi O
penaltılarda, O
tamamdır O
bu O
operasyon O
:) O

heytt O
bee.. O
5 O
kişinin O
açmayı O
deneyip O
açamadıgı O
kavanozu O
açtım...:D O
kimse O
benden O
bu O
performansı O
beklemiyordu O
sanırım O
:D O

#HANDLE# O
küsmeee O
laaaaan O
taaaağm O
:) O

#HANDLE# O
evet O
:) O

#HANDLE# O
gel O
gel O
acımayacak O
:) O
bit O
oturalım, O
konuşalım O
:) O

#HANDLE# O
o O
zaman O
pekisi O
diyip O
davetini O
kabul O
ediyorum O
şeker O
ama O
hemen O
olamıyo O
maalesef O
:( O

RT O
Dedum O
, O
galıba O
sen O
bağa O
abayı O
yakaysun.Dedu O
,napayum O
sende O
cok O
tatlı O
bakaysun O
:) O

#HANDLE# O
tebrikler O
canımmm O
:) O
Bende O
170 O
kişide O
5.oldum O
:) O

#HANDLE# O
hey O
allam O
yaerebbim O
yea. O

#HANDLE# O
kac O
tane O
telefon O
var O
lan O
sende O
:D O

#HANDLE# O
#HANDLE# O
Basın O
ve O
yayının O
gücünü O
unutmuşuz O
:) O

#HANDLE# O
komik O
olan O
cocukla O
dalga O
gecerken O
boyle O
bisey O
demen O
:D O
eee O
ne O
demisler O
sudecim O
gulme O
komsuna O
gelir O
basina... O

dominic S-PERSON
think O
I'm O
125. O
Delivered O
:) O

RT O
#HANDLE# O
#HANDLE# O
ona O
ne O
suphe O
:) O

#HANDLE# O
kankaamasenhiçyakındavranıyomusunkiçocukcağızına O
:D O

Şuan O
kendime O
verdiğim O
sözü O
tutmuyorum O
:) O
Özge O
tut O
kendini O
diyor O
iç O
sesim O
sakin O
davran O
:D O

#HANDLE# O
üzgünüm O
olabilirmi? O
:D O

RT O
#HANDLE# O
Futbolda O
bu O
yil O
anormal O
bir O
sezon O
oldu O
onun O
icin O
bir O
devrim O
olsun O
FB S-ORGANIZATION
Turkiye S-LOCATION
Kupasi'ni O
kazansin! O
Espri O
degil O
gercek! O

Suavemente O
şarkısında O
Mohombi, O
Nayer, O
Pitbull, O
FIRE O
yeri O
çok O
iyi O
ya O

Erkek O
de O
baklava O
olayını O
niye O
bu O
kadar O
büyüttünüz O
ya. O
İstesek O
biz O
de O
yaparız. O
Ama O
satın O
alınca O
daha O
lezzetli O
oluyo. O
:D O
:D O

Balık O
erkeği O
gerçekten O
zor O
bi O
erkek O
. O
Balık O
erkeğini O
sıkmamak O
gerekirmiş O
, O
Güzel O
dille O
konuşmak O
gerekirmişşşş O
:) O
Neyse O
deneyelim O
bakalım O
:) O

RT O
#HANDLE# O
#HANDLE# O
Ona O
gerek O
yok O
abi O
payı O
yaparız O
:) O

RT O
#HANDLE# O
Alkole O
karşıyım O
ama O
şarkılara O
engel O
olamıyorum. O
Şarkıhoş O
olmak O
diye O
bir O
şey O
var O
kesinlikle... O

#HANDLE# O
bahanelere O
kapalıyım, O
eninde O
sonunda O
verecek O
:D O

#HANDLE# O
sen O
ixire O
giderkende O
biz O
çözüyor O
oluyoruz O
arkadaşım O
:D O

#HANDLE# O
hemen O
indiriyorum O
ilk O
bölümü O
:) O

#HANDLE# O
bence O
pek O
güzele O
benzemiyor O
:( O

6s O
elendi O
hamsik O
elendi.. O
ciddi O
ciddi O
üzüldüm O
isterdim O
kupada O
rakibimiz O
olsunlar.. O
saat O
9 O
olsun O
saraçoğlundayım S-LOCATION
aga, O
kaldırımlar O
tribün O
bgn O

#HANDLE# O
:) O

Gitmeden O
önce O
düşün; O

Çünkü O
döndüğünde O
buLduğunL?, O
giderken O
bır?ktığın O
?sL? O
?ynı O
oLm?y?c?k O
! O

#HANDLE# O
oh O
be O
olm O
bi O
kere O
tekrarlatmadan O
sey O
etsen O
kafan O
kopar O
zaten O
neyse O
öptüm O
koccamaaan O
? O

#HANDLE# O
yalnız O
sen O
eve O
o O
civciv O
saçlarla O
gelince O
ortalık O
bi O
an O
savaş O
alanına O
dönecek O
sandım O
:D O
herkes O
bi O
şok O
oldu O
:D O
bismillah:D O

#HANDLE# O
deniz O
havasini O
Istinye'den O
baska O
yerde O
alamiyor O
musun O
sen? O
Check-in O
yapmalar O
falanlar O
:D O

Bugün S-DATE
okula O
gelen O
müzik O
grubundaki O
şapkalı O
çocuğun O
bahcıvan O
askısını O
çalıp O
kaçmak O
istedim. O
O O
kadar O
güzeldi, O
keşke O
yapsaydım O
ya O
:( O

#HANDLE# O
sever O
misin O
Türk O
kahvesi? O
Geldiğinde O
ısmarlayacağım O
inş O
sana O
:) O

#HANDLE# O
ozledigim O
zaman O
oluyor O
ama O
yalan O
mi O
konusim O
:) O
sen O
3 O
yildr O
brdasn O
bni O
yadrgayisin O
ondan O
sanirm O
:p O
nyseee O
bakalim O
belkid O
gderm O

Ulaş O
is O
my O
loveee O
:) O

RT O
#HANDLE# O
It's O
a O
boy O
:) O

#HANDLE# O
heeeeee O
sen O
oylesan O
got O
:D O

ı've O
tried O
playin O
it O
cool O
but O
when O
im O
lookin O
at O
yu O
i O
can O
never O
be O
brave O
cause O
you O
make O
my O
heart O
race... O
get O
out O
of O
my O
head O
#HANDLE# O
:( O

Ben: O
iremin S-PERSON
ayakkabilari O
cok O
tatli. O
Zeynep S-PERSON
hangi O
hoca O
tatli O
? O
:( O

#HANDLE# O
vaaayy O
arkadaş O
ya O
:D O

#HANDLE# O
teşekkürler, O
vizeyi O
verdiler. O
yoruldum O
ama O
sıkı O
bir O
antreman O
oldu O
bana O
:) O

yanlıs O
yazdım O
:( O
wild O
ones O
olucaktı O
oo O
:D O

Sonunda O
Kadikoy S-LOCATION
simdi O
tribunu O
bulma O
vaktii O
:) O

#HANDLE# O
hi O
:) O

Sedo$'la O
tavlaaa O
:) O

sabahın B-TIME
köründe E-TIME
teyzenin O
birisi O
beni O
zile O
basıp O
uyandırmasa O
okula O
geç O
kalmıştım O
:D O

#HANDLE# O
vaktı O
gelınce O
hatırlatırım O
ben O
sana O
kardesım O
:D O

#HANDLE# O
az O
önce O
bi O
foto O
paylaştım. O
O O
fotodaki O
adam O
avcuma O
düşsün O
sen O
o O
zaman O
gör O
duyguyu... O
:) O

Antalyaaaa S-LOCATION
:) O

#HANDLE# O
bence O
işkence O
yapıyon O
böyle O
devam O
edersen O
millet O
lanet O
olsun O
al O
hediyeni O
gelecek O
seneye O
kadar O
arama O
diyecek O
:D O

#HANDLE# O
aynen O
ya O
her O
hafta O
bısı O
cıktı O
sen O
bulusunca O
sinirini O
cıkartırsın O
artık O
:D O

#HANDLE# O
en O
çok O
beni O
bence O
:D O

#HANDLE# O
şimdi O
tekrar O
bak O
dm O
ye O
:D O

#KuzeyGuney O
Zamanı O
:) O

#HANDLE# O
haha, O
tamam;) O
sence O
niye O
gizleniyor O
hastalığı? O
yaa, O
buldun O
mu? O
;) O
xwede O
bela O
vere;) O

#HANDLE# O
evet O
yaaa O
mac O
izleniyor O
:D O

#HANDLE# O
hahahah O
yarın O
konusuruz O
kanka O
:D O

#HANDLE# O
etkılencek O
baska O
bırı O
kalmadı O
mı O
:D O

Ucurumun O
kenarindayim O
Hizir...Ben O
yorgun O
Ben O
Çaresiz... O
:( O

#HANDLE# O
ama O
tecrübe O
edilmemiş O
daha O
:) O

#HANDLE# O
Böyle O
göt O
oluyorsun O
:D O

Y.G.:Bi O
